Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YEL049W,PAU4  PAU6  PAU1  PAU2  DAN3,"Part of 23-member seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme  Hypothetical protein  Part of 23-member seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme  Hypothetical protein  Part of 23-member seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Part of 23-member seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme  Hypothetical protein  Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p, expressed under anaerobic conditions, completely repressed during aerobic growth  Hypothetical protein  Hypothetical protein identified by homology. See FEBS Letters [2000] 487:31-36.",0.6679,1.3121,0.9237,,,
YEL050C,RML2,"Mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L2 ribosomal protein, fat21 mutant allele causes inability to utilize oleate and may interfere with activity of the Adr1p transcription factor",-0.5647,-0.8534,-0.6453,,,
YEL051W,VMA8,"Subunit D of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system, plays a role in the coupling of proton transport and ATP hydrolysis",-0.1518,-0.6041,-0.0555,,,
YEL052W,AFG1,"Putative ATPase of the CDC48PAS1SEC18 (AAA) family, localized to mitochondria",-0.6017,-0.2114,-0.2820,,,
YEL053C,MAK10,"Non-catalytic subunit of N-terminal acetyltransferase of the NatC type, required for replication of dsRNA virus, expression is glucose-repressible",-0.3682,-0.5759,-0.5439,,,
YEL054C,RPL12A  RPL12B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl12Bp, rpl12a rpl12b double mutant exhibits slow growth and slow translation, has similarity to E. coli L11 and rat L12 ribosomal proteins  Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl12Ap, rpl12a rpl12b double mutant exhibits slow growth and slow translation, has similarity to E. coli L11 and rat L12 ribosomal proteins",0.7240,0.8282,0.8264,,,
YEL055C,POL5,"Protein with sequence similarity to the human MybBP1A and weak sequence similar to B-type DNA polymerases, not required for chromosomal DNA replication, required for the synthesis of rRNA",-0.1802,-0.2313,-0.1553,,,
YEL056W,HAT2,"Subunit of the Hat1p-Hat2p histone acetyltransferase complex, required for high affinity binding of the complex to free histone H4, thereby enhancing Hat1p activity, similar to human RbAp46 and 48, has a role in telomeric silencing",0.1890,-0.0448,0.0080,,,
YEL057C,---,Hypothetical protein,-0.2071,-0.3279,0.4388,,,
YEL058W,PCM1,"Essential N-acetylglucosamine-phosphate mutase, a hexosephosphate mutase involved in the biosynthesis of chitin",0.0850,0.0784,-0.0201,,,
YEL059C-A,SOM1,"Protein whose overexpression suppresses the imp1 mutation, may be required for the function of the Imp1p mitochondrial inner membrane peptidase andor the protein sorting machinery",-0.0274,-0.7351,0.1688,,,
YEL060C,PRB1,"Vacuolar proteinase B (yscB), a serine protease of the subtilisin family, involved in protein degradation in the vacuole and required for full protein degradation during sporulation",0.3096,0.2587,0.0540,,,
YEL061C,CIN8,Kinesin motor protein involved in mitotic spindle assembly and chromosome segregation,-0.5597,-1.2537,-0.6364,,,
YEL062W,NPR2,"Regulator of nitrogen permeases, transcription is induced in response to proline and urea, contains two PEST sequences",0.5184,0.1186,0.1919,,,
YEL063C,CAN1,"Plasma membrane arginine permease, requires phosphatidyl ethanolamine (PE) for localization, exclusively associated with lipid rafts, mutation confers canavanine resistance",-0.0123,0.0389,-0.1583,,,
YEL064C,AVT2,"Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",0.5465,0.5359,-0.0373,,,
YEL065W,SIT1,"Ferrioxamine B transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates, transcription is induced during iron deprivation and diauxic shift, potentially phosphorylated by Cdc28p",0.3410,0.2132,0.2246,,,
YEL066W,HPA3,"D-Amino acid N-acetyltransferase, catalyzes N-acetylation of D-amino acids through ordered bi-bi mechanism in which acetyl-CoA is first substrate bound and CoA is last product liberated, similar to Hpa2p, acetylates histones weakly in vitro",-0.1479,-0.3683,0.7082,,,
YEL069C,HXT17  HXT13,"Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose  Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose",-0.3028,1.2640,0.0891,,,
YEL070W,---,Hypothetical protein  ,-0.5862,0.6992,0.1426,,,
YEL071W,DLD3,"D-lactate dehydrogenase, part of the retrograde regulon which consists of genes whose expression is stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source, located in the cytoplasm",-1.0028,-0.5521,-0.8999,,,
YEL072W,RMD6,Protein required for sporulation,0.4138,1.0906,0.4014,,,
YEL073C,---,Hypothetical protein,-0.8810,-0.1726,-0.1049,,,
YEL075C,YRF1-5  YRF1-7  YRF1-6  YRF1-3  YRF1-2  YRF1-1,"Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  similar to other subtelomerically-encoded proteins  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein",-0.0765,-0.1080,-0.1538,,,
YEL076C,YRF1-5  YRF1-4  YRF1-7  YRF1-6  YRF1-3  YRF1-2  YRF1-1,"Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein",0.1395,0.1790,0.0488,,,
YEL076C-A,YRF1-5  YRF1-4  YRF1-7  YRF1-6  YRF1-3  YRF1-2  YRF1-1,"Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein  Hypothetical protein  Helicase encoded by the Y element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1, potentially phosphorylated by Cdc28p  Hypothetical protein",0.6568,0.4289,0.4349,,,
YER001W,MNN1,"Alpha-1,3-mannosyltransferase, integral membrane glycoprotein of the Golgi complex, required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides, one of five S. cerevisiae proteins of the MNN1 family",0.3966,0.1140,0.2607,,,
YER002W,NOP16,"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis",-0.5409,-0.9545,-0.1385,,,
YER003C,PMI40,"Mannose-6-phosphate isomerase, catalyzes the interconversion of fructose-6-P and mannose-6-P, required for early steps in protein mannosylation",0.0505,0.4205,0.3687,,,
YER004W,---,"The authentic, non-tagged protein was localized to the mitochondria",0.0363,0.1781,-0.0534,,,
YER005W,YND1,"Apyrase with wide substrate specificity, involved in preventing the inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates which are inhibitors of glycotransferases, partially redundant with Gda1p",-0.3349,-0.0426,-0.2916,,,
YER006W,NUG1,"GTPase that associates with nuclear 60S pre-ribosomes, required for export of 60S ribosomal subunits from the nucleus",-0.3354,-0.1673,-0.3458,,,
YER007C-A,---,Hypothetical protein,0.0475,0.1065,0.3019,,,
YER007W,PAC2,"Microtubule effector required for tubulin heterodimer formation, binds alpha-tubulin, required for normal microtubule function, null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl",-0.3569,-0.4458,-0.3709,,,
YER008C,SEC3,"Non-essential subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, Exo84p) which mediates targeting of post-Golgi vesicles to sites of active exocytosis, Sec3p specifically is a spatial landmark for secretion",0.3007,-0.0858,0.1568,,,
YER009W,NTF2,"Nuclear envelope protein, interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport",0.0438,0.3061,0.1769,,,
YER010C,---,Hypothetical protein,0.3729,0.4874,0.5427,,,
YER011W,TIR1,"Cell wall mannoprotein of the Srp1pTip1p family of serine-alanine-rich proteins, expression is downregulated at acidic pH and induced by cold shock and anaerobiosis, abundance is increased in cells cultured without shaking",-0.1424,0.8145,0.7152,,,
YER012W,PRE1,"20S proteasome beta-type subunit, localizes to the nucleus throughout the cell cycle",-0.1254,-0.6208,-0.1522,,,
YER013W,PRP22,"DEAH-box RNA-dependent ATPaseATP-dependent RNA helicase, associates with lariat intermediates before the second catalytic step of splicing, mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes",0.0384,-0.2586,-0.0729,,,
YER014C-A,BUD25,"Protein involved in bud-site selection, diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",0.0834,-0.0585,-0.0653,,,
YER014W,HEM14,"Protoporphyrinogen oxidase, a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway, converting protoporphyrinogen IX to protoporphyrin IX",-0.0454,-0.4641,-0.0643,,,
YER015W,FAA2,"Long chain fatty acyl-CoA synthetase, accepts a wider range of acyl chain lengths than Faa1p, preferring C9:0-C13:0, involved in the activation of endogenous pools of fatty acids",-0.0290,-0.2029,-0.0257,,,
YER016W,BIM1,Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally,-0.7291,-1.1150,-0.6870,,,
YER017C,AFG3,"Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes",0.0337,-0.2532,-0.2979,,,
YER018C,SPC25,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p), involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering",0.4849,0.6652,0.5283,,,
YER019C-A,SBH2,"Ssh1p-Sss1p-Sbh2p complex component, involved in protein translocation into the endoplasmic reticulum, homologous to Sbh1p",-0.1164,-0.1721,-0.0922,,,
YER019W,ISC1,"Inositol phosphosphingolipid phospholipase C, hydrolyzes inositolphosphosphingolipids, activated by phosphatidylserine, cardiolipin, and phosphatidylglycerol, mediates Na+ and Li+ halotolerance, contains a P loop-like domain",0.1142,0.6677,0.2758,,,
YER020W,GPA2,"Nucleotide binding alpha subunit of the heterotrimeric G protein that interacts with the receptor Gpr1p, has signaling role in response to nutrients, green fluorescent protein (GFP)-fusion protein localizes to the cell periphery",0.3385,-0.4342,0.2004,,,
YER021W,RPN3,"Essential, non-ATPase regulatory subunit of the 26S proteasome lid, similar to the p58 subunit of the human 26S proteasome, temperature-sensitive alleles cause metaphase arrest, suggesting a role for the proteasome in cell cycle control",-0.2603,-0.8237,-0.3849,,,
YER023W,PRO3,"Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis",-0.1403,0.1451,0.2430,,,
YER024W,YAT2,"Carnitine acetyltransferase, has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane",-0.6578,-1.0164,-0.8930,,,
YER025W,GCD11,"Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon, binds GTP when forming the ternary complex with GTP and tRNAi-Met",-0.4231,-0.4886,-0.5718,,,
YER026C,CHO1,phosphatidylserine synthase,-1.0497,-0.5090,-0.1677,,,
YER027C,GAL83,"One of three possible beta-subunits of the Snf1 kinase complex, allows nuclear localization of the Snf1 kinase complex in the presence of a nonfermentable carbon source, contains glycogen-binding domain",0.0202,-0.2358,-0.0929,,,
